Number words female,Total words,Number of words lead,Difference in words lead and co-lead,Number of male actors,Year,Number of female actors,Number words male,Gross,Mean Age Male,Mean Age Female,Age Lead,Age Co-Lead,Lead
2850,13906,7899.0,5528,7,1990,4,3157,96.0,46.6,28.333333333333332,36.0,36.0,Male
750,7421,2472.0,1722,12,2010,1,4199,38.0,42.6,42.0,40.0,42.0,Male
572,3677,1278.0,472,5,2007,3,1827,73.0,43.75,23.0,18.0,64.0,Female
783,3296,858.0,182,5,1988,5,1655,37.0,54.4,19.666666666666668,25.0,44.0,Female
1774,3788,854.0,220,5,2002,4,1160,45.0,24.6,24.25,30.0,25.0,Male
661,3053,1040.0,379,5,1990,1,1352,11.0,38.2,26.0,29.0,26.0,Male
2015,12708,2884.0,1633,10,2009,4,7809,350.0,42.22222222222222,19.25,20.0,19.0,Male
2673,10804,3976.0,1717,11,1988,6,4155,2.0,30.88888888888889,27.2,17.0,19.0,Female
1786,4672,2011.0,929,3,2008,4,875,2.0,51.333333333333336,34.333333333333336,37.0,52.0,Male
5216,10118,4241.0,566,4,2013,5,661,27.0,38.666666666666664,33.0,39.0,29.0,Male
1261,8174,2543.0,944,12,1992,4,4370,40.0,37.5,28.5,36.0,36.0,Female
589,4073,1789.0,1331,6,2012,3,1695,6.0,53.166666666666664,45.666666666666664,67.0,50.0,Female
829,7158,2339.0,1510,7,2003,1,3990,97.0,30.4,54.0,17.0,54.0,Male
1733,6833,1501.0,371,6,1987,5,3599,22.0,47.8,34.666666666666664,46.0,37.0,Female
1793,12030,8538.0,7665,5,2007,3,1699,17.0,38.75,44.5,29.0,31.0,Male
1816,6097,2037.0,471,3,1999,2,2244,69.0,35.0,24.5,48.0,23.0,Male
1175,11918,4004.0,285,4,2010,4,6739,33.0,53.0,35.0,34.0,41.0,Female
1207,6077,1486.0,701,10,1981,4,3384,56.0,51.125,32.5,33.0,59.0,Female
2062,6199,1381.0,416,7,2003,8,2756,7.0,47.666666666666664,41.142857142857146,36.0,53.0,Female
2709,8482,4969.0,2402,4,2007,2,804,15.0,49.25,27.5,42.0,30.0,Male
1027,4167,970.0,116,6,2003,2,2170,74.0,39.333333333333336,28.5,37.0,31.0,Male
1400,8229,3943.0,2829,8,2006,3,2886,0.0,39.75,34.0,35.0,34.0,Male
5072,9791,3097.0,2231,4,2005,5,1622,44.0,54.5,55.6,33.0,34.0,Female
2507,7933,2618.0,491,14,2007,3,2808,8.0,39.583333333333336,49.333333333333336,61.0,32.0,Male
649,12004,8058.0,7523,9,2009,2,3297,38.0,43.5,40.0,39.0,32.0,Male
2050,14698,3863.0,2365,16,2009,3,8785,140.0,40.733333333333334,26.0,53.0,26.0,Male
1613,8565,4191.0,3622,8,2010,4,2761,7.0,39.833333333333336,32.25,18.0,19.0,Male
2881,5292,2179.0,544,2,2010,2,232,0.0,43.5,41.5,43.0,42.0,Male
1953,5357,1935.0,376,3,1983,2,1469,116.0,27.333333333333332,26.0,29.0,30.0,Male
2451,8081,1918.0,286,6,1987,4,3712,46.0,33.4,39.25,27.0,50.0,Male
1157,5705,1132.0,802,10,2003,4,3416,50.0,30.571428571428573,30.25,25.0,46.0,Male
1596,7462,1659.0,352,7,1997,2,4207,434.0,47.0,25.0,45.0,37.0,Male
1121,7369,2518.0,1531,6,1984,2,3730,235.0,38.166666666666664,37.0,23.0,37.0,Male
476,4155,1821.0,1615,7,2013,3,1858,1.0,50.166666666666664,37.5,27.0,51.0,Male
2702,8746,3246.0,915,9,1992,3,2798,1.0,44.5,19.0,35.0,27.0,Male
1338,8581,3782.0,2941,11,2001,3,3461,77.0,44.888888888888886,45.0,42.0,32.0,Male
1878,9986,5336.0,3808,7,1979,2,2772,367.0,50.714285714285715,30.5,42.0,30.0,Male
1696,7923,2273.0,1180,6,2013,5,3954,14.0,45.6,31.0,45.0,14.0,Male
2320,12940,6455.0,4135,7,2004,1,4165,55.0,40.666666666666664,69.0,48.0,69.0,Male
1378,10936,3136.0,1758,12,1992,1,6422,151.0,40.22222222222222,34.0,35.0,34.0,Male
731,3353,1516.0,1150,7,1988,3,1106,17.0,49.285714285714285,44.5,49.0,40.0,Male
2299,12056,4388.0,2924,7,1985,3,5369,37.0,34.333333333333336,21.5,23.0,18.0,Male
2155,5400,2931.0,776,2,1994,1,314,67.0,44.5,13.0,53.0,13.0,Male
1923,6630,3155.0,2181,2,2010,3,1552,58.0,41.0,45.0,25.0,32.0,Female
2891,5705,1552.0,597,5,2006,8,1262,7.0,45.2,39.42857142857143,33.0,31.0,Male
2852,8187,2638.0,691,6,2006,3,2697,79.0,50.5,22.0,43.0,34.0,Male
760,5605,3245.0,2862,4,1976,3,1600,102.0,39.25,29.0,34.0,24.0,Male
1193,11486,4993.0,4468,9,2007,5,5300,5.0,30.25,23.75,26.0,31.0,Male
1852,5832,1629.0,433,4,2003,3,2351,30.0,49.25,38.333333333333336,35.0,32.0,Male
685,4951,1965.0,1662,4,2012,3,2301,233.0,43.25,50.333333333333336,38.0,30.0,Male
1733,7164,1686.0,519,7,1987,2,3745,71.0,28.714285714285715,30.5,16.0,39.0,Male
859,3542,826.0,302,7,1997,3,1857,7.0,46.714285714285715,28.666666666666668,22.0,29.0,Male
2303,5875,2122.0,305,6,2000,3,1450,27.0,51.0,36.333333333333336,30.0,29.0,Male
3495,8954,2899.0,2241,9,2010,8,2560,1.0,49.285714285714285,39.0,34.0,55.0,Female
1856,7181,2690.0,2142,9,2004,7,2635,9.0,57.0,27.5,23.0,57.0,Female
693,5753,1348.0,1022,14,1996,3,3712,74.0,45.0,31.0,59.0,31.0,Male
1973,8614,4898.0,3636,4,1994,2,1743,212.0,51.0,40.5,38.0,32.0,Male
3692,7479,2798.0,2174,2,2004,7,989,120.0,34.5,24.857142857142858,18.0,26.0,Female
2595,5539,1258.0,431,4,2005,5,1686,77.0,49.5,39.2,26.0,46.0,Female
103,7267,1626.0,1523,11,1990,1,5538,56.0,29.09090909090909,26.0,31.0,26.0,Male
902,7440,2670.0,1768,10,2007,1,3868,61.0,47.666666666666664,47.0,46.0,47.0,Male
197,6581,1811.0,66,9,1998,2,4573,93.0,45.285714285714285,33.0,23.0,43.0,Female
1569,5129,727.0,43,12,1995,4,2833,75.0,30.454545454545453,29.75,52.0,28.0,Male
2088,12393,5176.0,1324,3,1996,4,5129,81.0,55.0,49.5,54.0,47.0,Female
5776,9221,1889.0,1176,4,2009,12,1556,1.0,60.25,37.416666666666664,51.0,61.0,Female
2182,8783,4630.0,2985,6,2002,4,1971,52.0,50.6,43.25,53.0,38.0,Male
627,3484,1851.0,1156,2,1996,4,1006,19.0,41.5,48.75,62.0,27.0,Female
3499,6292,1509.0,139,3,2008,4,1284,123.0,43.0,43.5,40.0,41.0,Male
1655,10085,3398.0,2126,12,1994,5,5032,34.0,43.90909090909091,31.5,14.0,42.0,Female
917,4319,1586.0,669,7,1991,1,1816,179.0,49.833333333333336,46.0,65.0,46.0,Male
339,2263,573.0,153,4,1987,3,1351,7.0,33.25,20.666666666666668,25.0,32.0,Female
2195,8330,2729.0,1200,8,2013,3,3406,18.0,60.666666666666664,81.33333333333333,43.0,84.0,Male
2956,6315,1927.0,715,2,2010,5,1432,2.0,27.0,37.0,25.0,27.0,Female
1139,5706,2987.0,2355,4,1994,4,1580,37.0,42.25,37.0,30.0,8.0,Female
1101,2879,659.0,11,5,1988,3,1119,104.0,25.75,18.0,20.0,19.0,Male
1611,4031,1072.0,308,5,1989,4,1348,48.0,28.4,31.0,29.0,23.0,Male
3206,7023,1660.0,205,8,1987,6,2157,99.0,29.125,31.833333333333332,33.0,23.0,Male
709,1368,529.0,148,2,1980,2,130,333.0,56.0,42.0,48.0,41.0,Male
2122,25432,14086.0,12921,21,1995,6,9224,27.0,51.05555555555556,39.5,58.0,39.0,Male
2042,4468,2222.0,1170,3,2009,2,204,1.0,30.0,44.0,19.0,39.0,Male
465,5504,3887.0,3676,6,2007,3,1152,44.0,39.5,41.5,45.0,30.0,Male
312,8229,3849.0,3537,10,2000,1,4068,73.0,45.666666666666664,42.0,39.0,42.0,Male
2671,10532,2967.0,1505,7,1982,3,4894,384.0,34.285714285714285,26.0,33.0,27.0,Male
2496,5174,2420.0,466,2,1981,2,258,372.0,67.5,59.0,76.0,74.0,Male
1939,10553,3954.0,2138,11,1954,2,4660,185.0,38.714285714285715,33.5,30.0,30.0,Male
1700,6449,2972.0,1880,6,1997,2,1777,10.0,41.0,30.0,49.0,32.0,Male
3234,11491,4735.0,2900,7,1994,4,3522,41.0,43.0,40.75,30.0,29.0,Female
160,9602,2302.0,2142,15,1995,1,7140,13.0,38.23076923076923,38.0,28.0,38.0,Male
238,8018,2766.0,860,9,1993,3,5014,212.0,53.0,26.0,26.0,39.0,Female
1860,10271,1887.0,1209,9,2012,6,6524,23.0,41.285714285714285,35.5,37.0,38.0,Male
1403,7844,2453.0,1050,10,1968,1,3988,172.0,43.7,46.0,45.0,46.0,Male
1156,5697,1386.0,1012,7,1972,4,3155,477.0,44.857142857142854,33.75,42.0,50.0,Male
1955,6332,2175.0,1007,5,2002,6,2202,15.0,52.6,37.6,30.0,41.0,Female
1292,9223,2430.0,1540,8,2006,2,5501,70.0,55.125,23.0,38.0,22.0,Male
1132,7769,2773.0,1850,13,2009,2,3864,112.0,47.54545454545455,36.5,46.0,34.0,Male
2313,10653,3045.0,1829,7,2000,4,5295,11.0,48.4,28.5,49.0,25.0,Male
951,12807,3297.0,2917,11,1994,3,8559,51.0,53.1,45.666666666666664,37.0,37.0,Male
1688,3808,1561.0,753,2,2010,3,559,2.0,32.5,45.0,42.0,62.0,Male
1054,7653,1813.0,759,10,2007,1,4786,260.0,51.714285714285715,43.0,38.0,43.0,Male
2897,8499,1901.0,637,6,2005,3,3701,39.0,34.6,30.0,34.0,26.0,Male
3211,8121,2711.0,549,6,2000,2,2199,5.0,36.5,49.0,29.0,68.0,Male
1748,5459,1870.0,906,8,2000,3,1841,52.0,59.285714285714285,34.5,40.0,30.0,Male
911,5942,3239.0,1848,4,2002,5,1792,193.0,38.666666666666664,29.0,34.0,28.0,Female
3172,9464,2323.0,280,10,1996,3,3969,91.0,33.5,38.666666666666664,22.0,17.0,Male
2474,9782,2641.0,1424,9,2002,4,4667,9.0,28.5,40.75,25.0,24.0,Male
2939,8131,3217.0,1047,5,1989,3,1975,45.0,31.4,19.666666666666668,23.0,19.0,Male
1190,8746,1805.0,519,9,2001,3,5751,109.0,35.888888888888886,28.0,25.0,55.0,Female
2932,7426,1565.0,695,4,1996,6,2929,202.0,33.0,24.75,23.0,26.0,Female
1138,6616,3694.0,2556,5,1989,1,1784,128.0,38.4,35.0,49.0,35.0,Male
603,8896,3931.0,2843,11,2010,3,4362,65.0,54.857142857142854,41.0,45.0,57.0,Female
1008,4912,2438.0,1572,5,2013,2,1466,1.0,27.666666666666668,17.0,29.0,17.0,Male
1116,7841,1571.0,1122,12,1985,4,5154,81.0,41.90909090909091,34.5,38.0,40.0,Male
1930,9383,3475.0,1732,5,1998,2,3978,30.0,44.75,34.0,43.0,34.0,Male
1047,5713,3095.0,2187,4,2009,2,1571,10.0,32.5,49.0,49.0,49.0,Male
1549,14822,4802.0,3811,10,1995,3,8471,16.0,40.875,36.333333333333336,56.0,51.0,Male
0,3081,1176.0,62,5,1977,1,1905,495.0,40.0,31.0,31.0,40.0,Female
793,4082,1481.0,392,2,2002,2,1808,22.0,39.0,35.0,33.0,33.0,Female
3737,14590,4448.0,1340,10,1959,4,6405,426.0,52.0,33.75,34.0,33.0,Male
1247,9087,3621.0,1310,5,2005,4,4219,42.0,43.0,46.75,37.0,42.0,Female
1072,4201,2246.0,1748,4,2010,3,883,69.0,28.0,49.0,28.0,24.0,Male
1131,8445,2794.0,1663,9,2000,1,4520,146.0,55.22222222222222,41.0,70.0,41.0,Male
1491,5710,1502.0,622,7,1979,3,2717,285.0,43.857142857142854,41.666666666666664,32.0,31.0,Male
1134,6665,2225.0,1404,11,1984,3,3306,197.0,49.1,55.666666666666664,53.0,28.0,Male
1852,9163,2823.0,1218,12,1986,2,4488,257.0,52.333333333333336,44.5,55.0,35.0,Male
532,6756,2044.0,1668,9,1989,2,4180,120.0,53.333333333333336,47.0,58.0,57.0,Male
1493,8970,2010.0,1441,10,1994,5,5467,157.0,50.4,38.0,54.0,39.0,Male
363,8254,2816.0,2453,10,1998,1,5075,130.0,46.4,43.0,58.0,43.0,Male
736,10041,3809.0,3329,8,2002,2,5496,64.0,49.0,40.5,62.0,47.0,Male
1290,6759,3441.0,2676,4,2005,3,2028,4.0,41.25,42.0,34.0,37.0,Male
3088,9650,3418.0,1511,5,2010,2,3144,1.0,54.0,46.0,67.0,35.0,Male
1781,5310,1470.0,505,5,2002,2,2059,96.0,30.8,45.5,41.0,46.0,Male
862,4867,1762.0,750,7,1980,4,2243,349.0,45.857142857142854,34.5,32.0,42.0,Female
2931,9697,2460.0,948,9,1983,6,4306,165.0,45.857142857142854,42.6,43.0,31.0,Male
2001,6304,2391.0,1249,8,1987,2,1912,34.0,44.42857142857143,32.5,57.0,26.0,Male
500,7993,2875.0,503,6,2007,4,4618,66.0,41.0,29.0,41.0,44.0,Female
3408,8507,4166.0,900,4,2001,2,933,38.0,48.25,30.0,37.0,26.0,Male
1331,4360,1530.0,199,4,1991,1,1499,423.0,37.0,35.0,14.0,35.0,Male
1015,5681,2586.0,1944,7,1983,4,2080,298.0,28.5,28.0,28.0,28.0,Female
973,7474,4142.0,3295,6,1981,2,2359,13.0,45.333333333333336,46.0,41.0,38.0,Male
1891,12355,2792.0,185,13,1997,6,7672,1249.0,42.6,48.333333333333336,22.0,23.0,Female
2716,11944,3774.0,1540,7,2010,2,5454,101.0,47.5,25.5,38.0,28.0,Male
2429,9545,2159.0,1054,10,2010,6,4957,457.0,66.33333333333333,42.5,54.0,48.0,Male
707,10944,6117.0,5568,8,1989,2,4120,19.0,38.625,31.0,42.0,31.0,Male
111,1522,677.0,566,4,2010,1,734,331.0,26.25,22.0,24.0,22.0,Male
1036,16854,6542.0,2986,10,2009,6,9276,344.0,28.9,22.6,19.0,17.0,Female
1691,9357,1932.0,721,14,1992,8,5734,8.0,38.0,31.142857142857142,25.0,36.0,Female
5067,11042,4103.0,1093,5,2009,6,1872,10.0,34.5,37.4,30.0,37.0,Male
150,7598,3875.0,2433,4,2008,2,3573,34.0,31.666666666666668,51.5,43.0,42.0,Female
303,3152,2099.0,1751,4,1996,3,750,100.0,41.5,38.666666666666664,38.0,48.0,Female
1037,6157,1652.0,622,7,1998,3,3468,70.0,40.0,31.666666666666668,23.0,27.0,Female
325,11647,3223.0,2898,10,1995,1,8099,46.0,39.0,33.0,36.0,33.0,Male
235,3547,713.0,106,9,2008,2,2599,87.0,44.714285714285715,49.0,59.0,54.0,Female
4734,11824,3302.0,406,4,2008,3,3788,28.0,42.0,36.333333333333336,39.0,26.0,Male
628,3118,1043.0,346,4,2004,3,1447,159.0,39.0,33.333333333333336,23.0,30.0,Female
105,6919,3296.0,1416,2,2011,2,3518,1.0,32.5,51.0,51.0,46.0,Female
1431,5451,1604.0,849,5,2009,3,2416,89.0,38.0,45.333333333333336,12.0,55.0,Male
3239,7460,2522.0,1940,4,2009,7,1699,15.0,39.5,31.5,22.0,35.0,Female
1115,8369,3499.0,2907,6,1988,2,3755,325.0,49.2,38.5,46.0,34.0,Male
1217,5426,1969.0,1228,6,2010,6,2240,7.0,48.5,34.25,20.0,51.0,Female
682,3570,758.0,366,8,2003,3,2130,310.0,42.875,23.0,57.0,37.0,Male
1527,8610,4792.0,3984,6,1974,3,2291,401.0,47.25,29.5,41.0,27.0,Male
1611,10931,3976.0,2350,9,2009,4,5344,12.0,46.0,37.25,26.0,28.0,Female
4567,8394,2981.0,2657,4,1995,6,846,46.0,34.666666666666664,35.5,40.0,42.0,Female
2516,8589,4034.0,3124,5,1985,4,2039,7.0,43.6,41.75,39.0,39.0,Male
2787,6890,2303.0,103,7,1990,4,1800,1.0,42.0,30.5,36.0,24.0,Male
1842,4252,732.0,127,7,2005,4,1678,396.0,36.42857142857143,30.0,18.0,10.0,Male
1289,6103,2261.0,1144,4,1999,5,2553,22.0,27.0,36.0,41.0,48.0,Female
3621,6579,1671.0,246,4,1996,4,1287,43.0,43.0,33.5,35.0,24.0,Male
1729,8236,4846.0,3289,6,1991,2,1661,184.0,35.4,46.0,46.0,45.0,Male
4362,8090,1737.0,503,4,2003,7,1991,16.0,41.25,36.333333333333336,43.0,33.0,Male
1384,14523,5399.0,4670,11,1998,3,7740,56.0,41.1,31.333333333333332,28.0,34.0,Male
681,3753,1410.0,873,5,1994,2,1662,23.0,42.75,35.5,56.0,34.0,Male
1381,3157,1275.0,975,2,1998,4,501,86.0,32.5,31.5,34.0,39.0,Female
1042,4833,1133.0,501,6,1987,3,2658,84.0,49.666666666666664,32.666666666666664,34.0,25.0,Male
1241,6699,2498.0,1853,6,2003,2,2960,1.0,44.833333333333336,30.0,44.0,20.0,Male
2691,9293,3663.0,1706,4,1988,5,2939,135.0,40.75,33.0,31.0,46.0,Female
0,6375,1644.0,91,8,2014,1,4731,6.0,56.166666666666664,37.0,37.0,67.0,Female
3140,13732,5140.0,2247,6,2010,3,5452,3.0,58.5,56.0,54.0,61.0,Female
4167,11600,4053.0,3070,6,2013,6,3380,40.0,56.5,42.666666666666664,64.0,42.0,Female
7250,15227,6902.0,352,4,2013,3,1075,8.0,48.333333333333336,56.0,43.0,44.0,Male
3023,8815,3300.0,2417,4,2014,5,2492,45.0,48.333333333333336,43.0,63.0,26.0,Male
5713,16388,4648.0,1820,10,2014,8,6027,27.0,31.0,26.25,44.0,46.0,Male
272,8699,4353.0,4081,14,2015,1,4074,74.0,58.75,47.0,59.0,47.0,Male
3189,9881,3407.0,1907,5,2015,11,3285,31.0,41.0,33.75,21.0,25.0,Female
1952,8483,3683.0,2776,5,2015,4,2848,5.0,60.6,46.333333333333336,75.0,57.0,Male
401,9975,2574.0,1379,12,2014,3,7000,4.0,33.666666666666664,27.5,31.0,29.0,Female
2740,5993,2933.0,2613,1,2013,8,320,18.0,40.0,42.25,52.0,40.0,Female
638,4111,1209.0,792,4,2015,2,2264,12.0,34.5,24.5,30.0,23.0,Male
264,7202,4909.0,4645,6,2014,1,2029,32.0,42.0,49.0,38.0,49.0,Male
2790,7574,4119.0,3454,1,2015,6,665,7.0,71.0,46.333333333333336,76.0,71.0,Female
3558,5600,1564.0,442,3,2012,5,478,6.0,54.5,43.25,62.0,48.0,Male
3149,8722,4021.0,2801,3,2015,6,1552,7.0,52.5,66.33333333333333,72.0,33.0,Female
240,6773,1596.0,627,11,2014,2,4937,97.0,42.625,28.0,29.0,68.0,Female
3266,7627,4361.0,2155,1,2014,5,0,1.0,47.0,61.0,47.0,36.0,Male
2515,4907,1137.0,669,4,2014,8,1255,136.0,26.0,48.285714285714285,31.0,34.0,Female
2031,6855,2805.0,1815,3,2015,4,2019,367.0,50.666666666666664,48.5,44.0,59.0,Female
827,8935,5512.0,4804,5,2013,2,2596,1.0,31.4,33.5,36.0,31.0,Male
617,3629,2447.0,2219,3,2014,4,565,3.0,52.0,44.0,55.0,50.0,Female
2296,8278,2315.0,920,10,2014,5,3667,2.0,48.0,51.0,61.0,50.0,Male
1274,5360,2999.0,1725,6,2006,1,1087,1.0,35.5,35.0,30.0,35.0,Male
2373,9699,5388.0,4024,5,2015,3,1938,6.0,29.8,35.0,24.0,22.0,Male
5433,11345,4172.0,3301,2,2015,6,1740,2.0,38.0,36.8,32.0,38.0,Female
3117,8417,3172.0,1599,11,2014,6,2128,4.0,55.833333333333336,57.4,57.0,63.0,Male
2094,10089,6152.0,4840,5,2014,3,1843,34.0,42.0,60.0,34.0,60.0,Male
752,4184,1636.0,1191,7,2014,2,1796,2.0,49.2,38.5,46.0,32.0,Male
3380,6548,1890.0,907,3,2010,7,1278,4.0,42.0,55.8,51.0,50.0,Female
1843,11207,4401.0,2558,9,2012,1,4963,8.0,48.0,55.0,42.0,55.0,Male
1120,7882,3838.0,1950,5,2015,4,2924,10.0,43.0,43.25,26.0,9.0,Female
867,1371,318.0,132,1,2012,4,186,15.0,32.0,23.25,24.0,32.0,Female
1924,7134,2694.0,1671,5,2014,4,2516,46.0,48.666666666666664,51.0,64.0,44.0,Male
4711,20347,10443.0,7446,6,2015,3,5193,18.0,45.0,31.0,38.0,40.0,Male
1688,5886,1751.0,795,7,2015,4,2447,4.0,50.4,39.75,30.0,60.0,Female
639,3832,1870.0,1231,3,2010,1,1323,39.0,60.0,35.0,49.0,35.0,Male
1679,8020,3283.0,1886,6,2014,7,3058,1.0,30.4,41.714285714285715,26.0,28.0,Female
0,3906,1084.0,23,6,2014,1,2822,54.0,39.5,16.0,16.0,15.0,Female
873,5892,2664.0,2116,3,2013,2,2355,200.0,38.0,70.5,49.0,54.0,Male
2130,9212,4457.0,2756,3,2015,5,2625,1.0,46.5,33.333333333333336,23.0,39.0,Female
724,12719,5998.0,5274,12,2014,1,5997,35.0,54.5,65.0,43.0,65.0,Male
1730,10392,3647.0,2641,5,2013,3,5015,155.0,46.75,29.333333333333332,38.0,28.0,Male
1220,4934,2831.0,2534,4,2015,8,883,0.0,54.666666666666664,62.0,81.0,66.0,Female
1449,9388,1568.0,1123,14,2015,7,6371,62.0,45.0,40.0,41.0,51.0,Male
1694,5793,1894.0,396,9,2014,2,2205,38.0,42.5,35.5,32.0,31.0,Male
849,11542,3692.0,1760,14,2015,4,7001,2.0,57.1,46.25,46.0,79.0,Female
1499,9848,4480.0,3436,7,2014,2,3869,8.0,46.6,34.5,49.0,29.0,Male
4796,11481,3767.0,290,11,2015,4,2918,34.0,50.36363636363637,50.5,39.0,70.0,Male
1741,7074,3475.0,1852,4,2012,2,1858,206.0,42.333333333333336,37.5,47.0,42.0,Male
1287,8345,3262.0,2113,7,2015,2,3796,2.0,55.166666666666664,36.0,76.0,45.0,Male
1294,8545,2208.0,1134,8,1997,2,5043,187.0,45.875,36.5,34.0,27.0,Male
704,2402,1224.0,973,3,1998,4,474,158.0,37.333333333333336,27.333333333333332,49.0,38.0,Male
1892,4541,1079.0,423,4,1959,4,1570,880.0,52.75,56.75,69.0,46.0,Female
1225,3963,1159.0,621,4,1999,3,1579,292.0,53.0,39.333333333333336,29.0,39.0,Female
179,4589,2130.0,1951,3,1999,1,2280,241.0,25.0,65.0,26.0,65.0,Male
699,5732,2151.0,1452,6,2001,1,2882,222.0,31.833333333333332,21.0,28.0,21.0,Male
1301,5708,1471.0,549,6,1996,2,2936,196.0,49.5,60.0,63.0,34.0,Male
1191,7585,2454.0,2027,10,1998,3,3940,12.0,35.0,31.666666666666668,29.0,24.0,Male
1095,12304,4545.0,3999,10,1999,3,6664,234.0,47.4,49.333333333333336,43.0,38.0,Male
1044,8412,5463.0,4835,7,1997,3,1905,109.0,47.333333333333336,47.0,45.0,37.0,Male
2035,10342,3755.0,2047,7,2004,2,4552,140.0,45.5,41.5,74.0,30.0,Male
1765,7362,2405.0,1728,9,1984,5,3192,13.0,41.142857142857146,31.75,41.0,23.0,Male
1512,9053,3160.0,1760,8,1949,2,4381,8.0,45.5,54.5,44.0,28.0,Male
946,6614,2081.0,1135,6,1958,1,3587,38.0,52.333333333333336,31.0,43.0,31.0,Male
406,1351,789.0,383,2,2015,1,156,81.0,49.0,39.0,49.0,39.0,Male
583,8983,3406.0,2823,5,2013,1,4994,80.0,55.6,38.0,42.0,38.0,Male
4864,9261,3590.0,451,4,2014,2,807,51.0,45.75,42.0,41.0,40.0,Male
250,2360,789.0,539,4,2011,1,1321,50.0,53.0,55.0,62.0,55.0,Male
1575,8617,4893.0,3759,4,2006,3,2149,181.0,43.25,28.333333333333332,40.0,33.0,Male
1042,8174,3058.0,2016,6,2013,1,4074,128.0,46.833333333333336,37.0,35.0,37.0,Male
487,6917,3229.0,2877,8,2013,2,3201,114.0,41.833333333333336,46.5,57.0,54.0,Male
674,7421,3044.0,222,3,2011,3,3703,61.0,48.0,34.333333333333336,28.0,30.0,Female
1702,8266,4565.0,3220,5,2014,2,1999,97.0,50.5,50.0,51.0,37.0,Male
2086,6134,1775.0,561,4,2006,4,2273,97.0,36.25,37.25,15.0,16.0,Male
305,10665,4392.0,4087,13,2013,1,5968,9.0,33.166666666666664,27.0,44.0,27.0,Male
1109,4461,1513.0,917,6,2012,4,1839,46.0,39.6,29.75,37.0,35.0,Female
2453,8622,2121.0,14,5,2012,5,4048,26.0,45.2,39.25,23.0,38.0,Female
2019,7618,1560.0,769,6,2011,3,4039,156.0,42.0,32.666666666666664,47.0,27.0,Male
1858,7149,2536.0,1840,7,2013,5,2755,75.0,45.42857142857143,35.75,49.0,29.0,Male
1229,7368,3376.0,2805,10,2006,3,2763,196.0,49.166666666666664,36.666666666666664,39.0,32.0,Male
999,3951,1146.0,147,5,2010,1,1806,74.0,49.0,35.0,47.0,35.0,Male
1748,8036,2065.0,656,10,2013,2,4223,78.0,50.333333333333336,25.0,33.0,36.0,Male
2276,9351,3422.0,2209,9,2014,3,3653,200.0,49.888888888888886,34.333333333333336,45.0,32.0,Male
899,1986,974.0,288,2,1995,2,113,214.0,61.5,46.0,42.0,61.0,Male
127,1726,1232.0,1105,3,1981,1,367,194.0,48.666666666666664,33.0,54.0,33.0,Male
303,2398,1334.0,1166,5,1973,2,761,174.0,43.2,31.0,46.0,24.0,Male
632,8404,1952.0,187,6,1992,2,5820,172.0,37.166666666666664,24.0,21.0,34.0,Female
1326,2750,877.0,356,2,2000,3,547,53.0,27.5,27.666666666666668,28.0,25.0,Male
462,3994,775.0,52,8,1996,3,2757,32.0,42.857142857142854,38.5,29.0,32.0,Female
2735,11946,3410.0,1536,13,2007,4,5801,32.0,44.09090909090909,50.0,38.0,48.0,Male
